id,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Cient Type 
5080,DC31768,Arizona,4783.92,No,Extended,Bachelor,1/29/11,Employed,M,49793,Suburban,Married,121,3,55,0,1,Personal Auto,Personal L3,Offer2,Agent,640.84,SUV,Small,3
5081,YO81676,Oregon,2142.89,No,Basic,Bachelor,1/23/11,Unemployed,M,0,Suburban,Single,65,3,71,0,1,Corporate Auto,Corporate L1,Offer4,Web,686.77,Two-Door Car,Medsize,1
5082,MQ79612,California,8738.3,No,Basic,Doctor,2/15/11,Employed,M,91890,Rural,Married,107,30,28,0,7,Personal Auto,Personal L2,Offer3,Agent,156.62,SUV,Small,2
5083,ZZ77357,Nevada,4468.22,No,Basic,High School or Below,1/9/11,Unemployed,M,0,Suburban,Single,65,16,61,0,9,Corporate Auto,Corporate L2,Offer1,Agent,468.0,Two-Door Car,Medsize,1
5084,OE88763,California,11315.2,Yes,Premium,Bachelor,2/16/11,Disabled,F,11885,Suburban,Divorced,101,18,39,0,2,Corporate Auto,Corporate L2,Offer1,Agent,484.8,Four-Door Car,Medsize,1
5085,XP39695,Arizona,21886.2,No,Basic,Bachelor,2/1/11,Employed,F,43000,Suburban,Married,109,27,9,0,2,Personal Auto,Personal L2,Offer2,Web,676.81,SUV,Medsize,0
5086,QC28119,Oregon,7681.55,No,Basic,High School or Below,2/15/11,Employed,M,90043,Urban,Married,63,12,21,0,2,Personal Auto,Personal L3,Offer2,Branch,203.23,Four-Door Car,Medsize,3
5087,AZ29426,California,16702.7,No,Basic,College,1/17/11,Unemployed,M,0,Suburban,Single,72,34,46,0,2,Special Auto,Special L3,Offer1,Agent,345.6,Four-Door Car,Medsize,1
5088,RI46607,California,5015.01,Yes,Extended,Bachelor,2/3/11,Employed,F,48567,Suburban,Single,130,12,15,0,1,Corporate Auto,Corporate L2,Offer2,Agent,624.0,SUV,Medsize,3
5089,OJ63606,Arizona,5776.34,No,Premium,High School or Below,1/28/11,Medical Leave,F,27510,Suburban,Married,159,5,28,3,1,Corporate Auto,Corporate L3,Offer1,Call Center,871.46,SUV,Small,0
5090,TQ89058,Nevada,2777.53,No,Basic,Master,1/12/11,Employed,F,59124,Rural,Married,70,18,31,2,1,Personal Auto,Personal L1,Offer4,Call Center,173.43,Four-Door Car,Small,3
5091,IW78492,Arizona,4127.5,No,Basic,College,1/14/11,Unemployed,F,0,Suburban,Single,119,20,89,3,1,Personal Auto,Personal L2,Offer1,Web,856.8,Sports Car,Medsize,1
5092,WE88728,Arizona,6670.85,No,Premium,High School or Below,1/2/11,Employed,F,56531,Suburban,Married,170,34,24,3,1,Corporate Auto,Corporate L3,Offer2,Web,816.0,SUV,Medsize,0
5093,PJ74689,Nevada,14741.76,No,Extended,Bachelor,1/25/11,Unemployed,F,0,Suburban,Married,139,2,33,1,2,Personal Auto,Personal L3,Offer3,Call Center,667.2,SUV,Medsize,0
5094,ZI86917,Nevada,38320.82,No,Basic,Bachelor,1/10/11,Employed,M,45277,Suburban,Married,191,19,0,0,2,Special Auto,Special L2,Offer2,Agent,916.8,Luxury SUV,Medsize,0
5095,IJ71609,Washington,2064.7,No,Basic,Bachelor,1/30/11,Unemployed,F,0,Suburban,Single,65,12,57,3,1,Personal Auto,Personal L2,Offer1,Call Center,368.83,Four-Door Car,Medsize,1
5096,FP17993,Arizona,5504.14,Yes,Basic,Bachelor,2/8/11,Unemployed,F,0,Suburban,Married,73,18,45,0,5,Personal Auto,Personal L2,Offer1,Call Center,350.4,Four-Door Car,Medsize,1
5097,EC28398,Oregon,5096.67,Yes,Basic,Master,1/28/11,Disabled,F,22886,Suburban,Divorced,65,9,81,0,3,Corporate Auto,Corporate L2,Offer1,Agent,312.0,Four-Door Car,Small,1
5098,ZX85480,Washington,7995.44,No,Basic,High School or Below,1/2/11,Employed,F,66685,Rural,Married,67,35,50,2,2,Personal Auto,Personal L2,Offer2,Call Center,38.76,Two-Door Car,Large,3
5099,JP27787,Oregon,5674.14,No,Basic,College,1/23/11,Employed,F,65775,Rural,Divorced,72,16,98,0,4,Personal Auto,Personal L2,Offer2,Agent,171.43,Four-Door Car,Medsize,3
5100,NH24429,Arizona,2886.23,No,Basic,Doctor,2/1/11,Employed,M,52972,Suburban,Single,74,3,68,0,1,Special Auto,Special L3,Offer2,Call Center,355.2,Four-Door Car,Medsize,3
5101,QU58523,Arizona,5794.68,No,Basic,Master,2/15/11,Employed,M,52979,Suburban,Divorced,72,14,53,0,4,Personal Auto,Personal L2,Offer1,Agent,345.6,Two-Door Car,Small,2
5102,EZ39383,Arizona,10706.67,No,Basic,Bachelor,1/13/11,Employed,F,55436,Suburban,Divorced,67,7,44,0,2,Personal Auto,Personal L2,Offer3,Agent,321.6,Four-Door Car,Small,2
5103,IR74017,Oregon,5320.61,No,Extended,College,1/21/11,Employed,F,32116,Rural,Married,132,10,42,0,1,Personal Auto,Personal L3,Offer4,Call Center,277.35,SUV,Medsize,3
5104,DH68234,California,20498.83,No,Basic,Master,1/24/11,Employed,M,56070,Rural,Divorced,74,5,73,0,2,Personal Auto,Personal L3,Offer1,Branch,87.99,Two-Door Car,Medsize,2
5105,TZ37274,Arizona,4628.28,No,Basic,High School or Below,2/27/11,Unemployed,M,0,Suburban,Single,62,32,31,0,3,Personal Auto,Personal L3,Offer3,Web,690.55,Four-Door Car,Medsize,1
5106,QG67362,California,27287.5,No,Basic,Bachelor,2/10/11,Unemployed,F,0,Suburban,Single,116,12,76,1,2,Personal Auto,Personal L3,Offer1,Agent,835.2,SUV,Small,0
5107,TN36916,California,4029.72,No,Basic,Bachelor,2/19/11,Employed,F,93621,Rural,Married,100,16,20,0,1,Personal Auto,Personal L2,Offer3,Branch,59.86,SUV,Large,3
5108,FL74984,Oregon,2744.08,No,Basic,Bachelor,2/1/11,Employed,M,79192,Suburban,Divorced,70,11,74,0,1,Personal Auto,Personal L3,Offer2,Call Center,336.0,Two-Door Car,Small,3
5109,FV15346,Arizona,35444.31,No,Extended,College,1/1/11,Employed,M,96853,Suburban,Divorced,98,34,68,0,2,Personal Auto,Personal L3,Offer1,Call Center,565.5,Two-Door Car,Medsize,0
5110,JV12632,Washington,2858.99,No,Extended,Master,1/20/11,Unemployed,F,0,Urban,Married,83,25,91,4,1,Corporate Auto,Corporate L2,Offer4,Branch,355.39,Four-Door Car,Medsize,3
5111,TF64196,California,5862.8,No,Basic,College,1/11/11,Employed,F,75121,Rural,Married,73,12,22,0,6,Corporate Auto,Corporate L1,Offer3,Call Center,171.23,Two-Door Car,Small,2
5112,PC27174,Oregon,4031.54,No,Premium,College,2/23/11,Unemployed,F,0,Suburban,Single,117,2,41,0,1,Personal Auto,Personal L1,Offer2,Web,842.4,Four-Door Car,Medsize,1
5113,RL28880,Nevada,7553.23,No,Basic,Bachelor,2/12/11,Employed,F,69959,Suburban,Divorced,63,9,3,0,2,Personal Auto,Personal L3,Offer1,Branch,401.84,Two-Door Car,Medsize,2
5114,FG46631,Oregon,16699.46,No,Premium,Bachelor,1/14/11,Employed,F,81400,Suburban,Married,104,6,19,0,2,Special Auto,Special L2,Offer2,Web,499.2,Four-Door Car,Small,3
5115,PB29715,California,3233.26,No,Extended,High School or Below,2/4/11,Unemployed,M,0,Suburban,Single,98,33,87,1,1,Corporate Auto,Corporate L3,Offer1,Agent,705.6,Two-Door Car,Medsize,1
5116,ZV42323,California,5640.73,No,Basic,Bachelor,2/25/11,Employed,M,67523,Urban,Single,72,35,21,0,7,Corporate Auto,Corporate L2,Offer2,Web,345.24,Two-Door Car,Medsize,3
5117,YS49138,California,8678.51,No,Premium,High School or Below,1/21/11,Employed,F,62366,Rural,Married,108,22,87,0,8,Personal Auto,Personal L2,Offer1,Call Center,51.32,Four-Door Car,Medsize,2
5118,XJ34057,California,10339.6,No,Extended,Bachelor,2/25/11,Employed,M,67134,Rural,Married,131,5,63,1,6,Personal Auto,Personal L2,Offer1,Call Center,277.45,Sports Car,Medsize,2
5119,NJ54277,California,3746.75,Yes,Extended,College,2/26/11,Employed,F,41479,Rural,Married,94,14,38,1,1,Personal Auto,Personal L2,Offer2,Call Center,19.58,Two-Door Car,Large,3
5120,RL64888,California,2571.26,No,Basic,College,2/15/11,Employed,F,29697,Suburban,Married,66,0,58,4,1,Personal Auto,Personal L2,Offer4,Agent,316.8,Four-Door Car,Medsize,3
5121,UM28580,Oregon,4428.03,Yes,Basic,High School or Below,1/29/11,Employed,F,58577,Urban,Married,110,6,62,0,1,Personal Auto,Personal L3,Offer1,Agent,303.87,SUV,Medsize,2
5122,TO87218,California,7413.39,No,Basic,High School or Below,2/25/11,Unemployed,F,0,Suburban,Single,106,7,44,0,4,Personal Auto,Personal L2,Offer1,Web,508.8,Sports Car,Medsize,1
5123,YQ79307,Washington,4768.96,No,Basic,Bachelor,1/10/11,Employed,M,51144,Urban,Married,61,28,32,1,9,Personal Auto,Personal L3,Offer1,Agent,223.31,Two-Door Car,Medsize,2
5124,KZ80383,Arizona,6035.09,No,Extended,High School or Below,2/23/11,Employed,F,29587,Suburban,Married,76,25,4,0,3,Personal Auto,Personal L2,Offer2,Branch,422.02,Four-Door Car,Medsize,3
5125,TS78649,Arizona,16280.2,No,Premium,High School or Below,1/5/11,Unemployed,M,0,Suburban,Single,157,17,1,0,2,Personal Auto,Personal L1,Offer3,Branch,753.6,Sports Car,Medsize,0
5126,QX84389,California,9024.2,No,Basic,Master,2/25/11,Employed,M,71499,Suburban,Married,112,25,61,0,5,Corporate Auto,Corporate L3,Offer3,Agent,537.6,Sports Car,Small,2
5127,WC26700,California,7495.68,No,Premium,Bachelor,2/21/11,Unemployed,F,0,Suburban,Single,106,23,45,0,5,Corporate Auto,Corporate L2,Offer1,Branch,763.2,Four-Door Car,Medsize,1
5128,JR26812,Nevada,12520.98,No,Extended,College,2/14/11,Unemployed,M,0,Suburban,Single,126,4,59,0,2,Personal Auto,Personal L3,Offer3,Branch,907.2,SUV,Medsize,1
5129,QD17769,Oregon,2552.04,No,Basic,High School or Below,2/12/11,Employed,M,75740,Rural,Married,64,13,11,0,1,Corporate Auto,Corporate L3,Offer3,Agent,128.52,Two-Door Car,Medsize,3
5130,VA89404,California,16887.8,No,Basic,Master,1/5/11,Employed,M,53262,Urban,Married,62,11,18,4,2,Corporate Auto,Corporate L3,Offer2,Branch,223.72,Four-Door Car,Medsize,3
5131,ZR41880,Nevada,3038.83,No,Extended,College,2/26/11,Employed,F,75180,Rural,Single,77,15,30,3,1,Corporate Auto,Corporate L3,Offer3,Agent,154.91,Four-Door Car,Large,2
5132,XK49057,California,4455.52,No,Basic,High School or Below,2/8/11,Employed,M,31196,Suburban,Single,62,26,57,4,9,Corporate Auto,Corporate L1,Offer1,Web,342.8,Two-Door Car,Small,2
5133,ZM52280,Arizona,11972.78,No,Basic,Bachelor,2/2/11,Unemployed,M,0,Suburban,Single,186,0,67,2,5,Personal Auto,Personal L2,Offer1,Web,1441.84,Luxury SUV,Large,0
5134,UX93878,Oregon,8513.7,No,Basic,Bachelor,1/16/11,Employed,F,34505,Urban,Married,106,13,44,0,9,Personal Auto,Personal L3,Offer1,Branch,359.86,SUV,Small,2
5135,WY65854,Oregon,9085.2,No,Extended,Bachelor,1/27/11,Unemployed,F,0,Rural,Married,82,14,27,2,2,Personal Auto,Personal L3,Offer3,Agent,146.76,Four-Door Car,Large,1
5136,ES97823,Oregon,24096.24,No,Extended,Bachelor,2/25/11,Unemployed,F,0,Suburban,Single,97,1,40,0,2,Personal Auto,Personal L1,Offer4,Web,1154.64,Four-Door Car,Medsize,0
5137,CX34236,Oregon,9095.05,Yes,Basic,College,1/11/11,Employed,M,37937,Suburban,Married,116,11,42,0,5,Personal Auto,Personal L2,Offer2,Call Center,556.8,SUV,Medsize,3
5138,CQ81839,Oregon,21418.36,No,Extended,College,2/19/11,Employed,F,21897,Suburban,Single,139,19,67,0,2,Personal Auto,Personal L2,Offer2,Web,667.2,SUV,Medsize,0
5139,ES97399,Nevada,10714.21,No,Extended,High School or Below,2/3/11,Employed,M,55994,Suburban,Married,92,19,75,2,2,Corporate Auto,Corporate L3,Offer3,Agent,441.6,Four-Door Car,Medsize,2
5140,GL44478,Oregon,9986.66,No,Extended,High School or Below,1/22/11,Disabled,M,24067,Suburban,Single,132,12,2,0,6,Corporate Auto,Corporate L3,Offer2,Branch,633.6,Sports Car,Medsize,1
5141,ML79788,Arizona,7908.67,No,Extended,College,1/31/11,Employed,F,43630,Suburban,Divorced,99,33,30,0,3,Corporate Auto,Corporate L1,Offer3,Branch,475.2,Four-Door Car,Medsize,2
5142,KZ67768,Nevada,4869.6,No,Extended,College,1/31/11,Medical Leave,M,23811,Suburban,Divorced,130,20,8,0,1,Personal Auto,Personal L3,Offer1,Web,624.0,SUV,Large,1
5143,XU67970,Washington,2121.65,No,Basic,College,1/27/11,Unemployed,M,0,Suburban,Single,62,11,45,0,1,Personal Auto,Personal L3,Offer4,Call Center,446.4,Two-Door Car,Small,1
5144,IQ40799,Washington,6328.18,No,Basic,Bachelor,1/22/11,Unemployed,M,0,Suburban,Single,100,17,21,2,4,Personal Auto,Personal L2,Offer1,Branch,648.36,SUV,Small,1
5145,BV80674,Oregon,4340.86,No,Extended,Bachelor,2/6/11,Unemployed,F,0,Suburban,Single,124,6,34,0,1,Personal Auto,Personal L2,Offer3,Call Center,595.2,SUV,Medsize,1
5146,TH72397,California,6279.82,No,Extended,Bachelor,2/21/11,Employed,M,50562,Suburban,Married,79,19,34,0,9,Personal Auto,Personal L2,Offer2,Call Center,545.01,Four-Door Car,Medsize,3
5147,EC13382,Oregon,11981.98,Yes,Basic,Master,1/20/11,Retired,F,21514,Urban,Married,62,0,59,0,2,Corporate Auto,Corporate L2,Offer1,Agent,257.25,Two-Door Car,Medsize,2
5148,LE30774,California,22235.01,No,Basic,College,2/5/11,Employed,M,80355,Suburban,Married,187,24,92,1,2,Corporate Auto,Corporate L2,Offer1,Web,897.6,Luxury Car,Medsize,0
5149,RA14734,Arizona,8646.5,Yes,Basic,High School or Below,1/2/11,Employed,F,64125,Urban,Married,108,3,44,0,3,Personal Auto,Personal L3,Offer2,Branch,369.82,SUV,Large,3
5150,IY31142,Oregon,2444.33,No,Basic,College,2/9/11,Employed,M,83800,Urban,Single,62,11,44,0,1,Personal Auto,Personal L3,Offer2,Branch,196.16,Four-Door Car,Medsize,3
5151,CK29372,California,5070.35,No,Basic,College,2/28/11,Employed,F,23840,Suburban,Married,64,32,66,0,7,Personal Auto,Personal L2,Offer4,Call Center,307.2,Four-Door Car,Small,3
5152,KD70601,Washington,5647.15,No,Basic,College,1/9/11,Employed,F,54834,Urban,Single,72,23,13,0,8,Corporate Auto,Corporate L3,Offer3,Web,186.19,Four-Door Car,Medsize,2
5153,QN76596,California,13345.14,No,Basic,Bachelor,1/28/11,Employed,M,80277,Rural,Married,112,6,40,1,2,Corporate Auto,Corporate L2,Offer1,Agent,36.98,SUV,Medsize,2
5154,XI62151,Oregon,13297.64,No,Basic,College,1/24/11,Employed,M,88430,Suburban,Married,66,7,17,1,2,Personal Auto,Personal L1,Offer1,Agent,316.8,Four-Door Car,Medsize,2
5155,ZQ37702,California,7031.79,No,Extended,High School or Below,1/25/11,Employed,F,26255,Rural,Married,88,21,4,0,3,Personal Auto,Personal L1,Offer1,Branch,52.75,Four-Door Car,Medsize,2
5156,GE13332,Nevada,3615.89,No,Extended,High School or Below,1/28/11,Unemployed,M,0,Suburban,Married,95,16,1,0,1,Personal Auto,Personal L3,Offer1,Agent,684.0,Four-Door Car,Medsize,1
5157,LZ84227,Arizona,14120.04,No,Premium,College,1/17/11,Employed,M,95715,Rural,Married,119,0,52,2,2,Personal Auto,Personal L3,Offer1,Agent,148.98,Four-Door Car,Medsize,2
5158,EX97404,Oregon,2155.21,No,Basic,High School or Below,1/5/11,Unemployed,F,0,Suburban,Single,70,22,67,3,1,Personal Auto,Personal L3,Offer1,Branch,336.0,Four-Door Car,Medsize,1
5159,RQ99149,California,2748.85,No,Basic,Master,1/14/11,Employed,M,32437,Suburban,Married,69,4,73,0,1,Corporate Auto,Corporate L2,Offer2,Branch,473.36,Two-Door Car,Medsize,3
5160,UP57305,California,5087.02,No,Basic,Bachelor,1/11/11,Employed,M,22726,Suburban,Married,65,25,73,0,3,Personal Auto,Personal L2,Offer2,Branch,312.0,Four-Door Car,Medsize,3
5161,IC82877,Arizona,14031.7,No,Basic,Bachelor,1/8/11,Employed,M,58092,Urban,Married,72,7,56,1,2,Personal Auto,Personal L2,Offer2,Branch,202.24,Two-Door Car,Medsize,3
5162,JO63956,California,8656.4,No,Basic,College,2/2/11,Employed,M,83365,Suburban,Married,109,27,7,1,4,Personal Auto,Personal L1,Offer2,Branch,523.2,SUV,Medsize,3
5163,MD47500,California,4861.49,No,Basic,College,2/11/11,Medical Leave,M,12153,Suburban,Single,69,23,9,1,8,Personal Auto,Personal L3,Offer1,Branch,438.16,Four-Door Car,Large,1
5164,OW31837,California,19174.63,No,Basic,Bachelor,2/11/11,Employed,F,74028,Rural,Married,118,10,16,0,2,Corporate Auto,Corporate L1,Offer4,Call Center,53.08,SUV,Medsize,3
5165,OY20177,Oregon,7089.68,No,Extended,High School or Below,2/17/11,Employed,M,52707,Suburban,Married,90,33,66,1,6,Corporate Auto,Corporate L3,Offer3,Branch,432.0,Four-Door Car,Medsize,2
5166,LZ10377,California,6802.07,No,Extended,High School or Below,1/22/11,Employed,M,47451,Suburban,Married,87,0,31,1,6,Personal Auto,Personal L3,Offer2,Agent,417.6,Four-Door Car,Medsize,3
5167,UB17669,Nevada,2359.42,Yes,Basic,Bachelor,1/11/11,Disabled,F,19864,Suburban,Divorced,63,22,96,0,1,Personal Auto,Personal L3,Offer1,Web,352.39,Four-Door Car,Medsize,1
5168,DP77737,Oregon,15114.4,Yes,Basic,High School or Below,1/19/11,Medical Leave,F,28513,Suburban,Married,100,4,22,1,2,Personal Auto,Personal L1,Offer2,Call Center,480.0,SUV,Medsize,3
5169,QT39597,Arizona,2926.83,No,Basic,High School or Below,2/4/11,Employed,M,26242,Urban,Married,74,5,69,0,1,Personal Auto,Personal L3,Offer2,Branch,347.06,Four-Door Car,Medsize,3
5170,MQ74051,Arizona,13014.23,No,Basic,Bachelor,2/15/11,Employed,F,55067,Urban,Single,110,3,21,1,2,Personal Auto,Personal L3,Offer1,Agent,353.1,SUV,Medsize,2
5171,MN98042,California,7901.7,No,Basic,College,2/1/11,Employed,M,62291,Suburban,Married,100,1,53,0,3,Personal Auto,Personal L1,Offer2,Web,480.0,Sports Car,Medsize,3
5172,XJ60303,California,13406.92,No,Premium,Bachelor,1/18/11,Employed,F,25048,Suburban,Married,167,0,11,0,5,Personal Auto,Personal L1,Offer1,Agent,801.6,SUV,Medsize,0
5173,GU42671,Arizona,6106.94,No,Extended,Bachelor,2/21/11,Medical Leave,F,16654,Suburban,Married,79,23,31,0,7,Personal Auto,Personal L3,Offer1,Branch,379.2,Four-Door Car,Medsize,1
5174,DK26322,Washington,12321.84,No,Basic,High School or Below,1/22/11,Medical Leave,M,26887,Suburban,Single,113,32,67,0,2,Special Auto,Special L3,Offer1,Web,542.4,SUV,Small,1
5175,NT75612,Oregon,19338.53,No,Basic,College,2/2/11,Employed,F,22784,Urban,Married,70,11,68,0,2,Personal Auto,Personal L2,Offer2,Agent,224.9,Four-Door Car,Medsize,3
5176,AX28231,Washington,5431.37,No,Basic,High School or Below,1/1/11,Employed,M,49345,Urban,Married,69,10,12,0,7,Personal Auto,Personal L3,Offer2,Agent,251.08,Two-Door Car,Medsize,3
5177,GA89827,Oregon,7329.83,No,Basic,College,1/11/11,Unemployed,M,0,Suburban,Single,70,4,63,0,2,Personal Auto,Personal L3,Offer1,Agent,622.38,Four-Door Car,Medsize,1
5178,UX91266,California,3484.14,No,Extended,Bachelor,1/10/11,Employed,M,34307,Rural,Divorced,92,33,62,2,1,Personal Auto,Personal L3,Offer1,Call Center,186.03,Four-Door Car,Medsize,2
5179,UC10048,Oregon,6964.05,No,Extended,College,2/19/11,Unemployed,F,0,Suburban,Married,95,19,41,1,9,Corporate Auto,Corporate L2,Offer1,Web,629.65,Four-Door Car,Medsize,1
5180,CY90231,Nevada,25253.1,No,Basic,Master,2/26/11,Employed,M,44096,Suburban,Divorced,72,28,65,1,2,Personal Auto,Personal L2,Offer1,Branch,345.6,Four-Door Car,Small,2
5181,QD26729,California,2523.65,No,Basic,College,1/20/11,Employed,M,43204,Urban,Married,64,31,19,3,1,Personal Auto,Personal L1,Offer4,Branch,246.07,Four-Door Car,Medsize,3
5182,RZ98310,Nevada,17349.03,No,Extended,Bachelor,2/28/11,Unemployed,F,0,Suburban,Married,92,3,7,0,2,Personal Auto,Personal L3,Offer1,Call Center,441.6,Four-Door Car,Medsize,1
5183,VJ73478,Oregon,4058.67,No,Basic,Bachelor,2/22/11,Unemployed,M,0,Suburban,Single,117,13,69,0,1,Personal Auto,Personal L1,Offer3,Web,842.4,Sports Car,Medsize,1
5184,KR29524,Oregon,4742.62,No,Basic,Bachelor,2/26/11,Employed,F,78596,Rural,Married,118,1,70,0,1,Personal Auto,Personal L1,Offer1,Branch,133.91,SUV,Medsize,2
5185,ID58813,California,4363.6,No,Basic,Bachelor,1/17/11,Employed,M,38925,Rural,Divorced,112,10,48,0,1,Personal Auto,Personal L1,Offer3,Agent,241.3,Sports Car,Medsize,2
5186,SL98898,Nevada,9048.98,Yes,Basic,High School or Below,1/24/11,Unemployed,M,0,Suburban,Married,119,9,8,0,3,Personal Auto,Personal L1,Offer2,Web,571.2,Sports Car,Medsize,1
5187,LH90819,California,4210.1,No,Basic,Master,2/22/11,Employed,M,21885,Rural,Single,108,7,29,0,1,Corporate Auto,Corporate L2,Offer3,Agent,52.34,SUV,Large,3
5188,OL55220,California,5241.14,No,Basic,Bachelor,1/28/11,Employed,F,48345,Urban,Single,67,7,1,0,7,Personal Auto,Personal L3,Offer2,Web,212.01,Four-Door Car,Large,3
5189,YU90693,California,2481.84,No,Basic,High School or Below,1/13/11,Employed,F,77993,Suburban,Single,62,26,10,0,1,Personal Auto,Personal L1,Offer2,Agent,297.6,Four-Door Car,Medsize,3
5190,NM70181,Oregon,3585.94,No,Extended,Master,1/15/11,Employed,M,25748,Rural,Married,90,9,23,0,1,Personal Auto,Personal L1,Offer3,Call Center,117.87,Four-Door Car,Medsize,3
5191,ZU30804,California,5498.94,Yes,Basic,College,2/5/11,Medical Leave,M,22520,Suburban,Married,73,17,64,0,3,Personal Auto,Personal L3,Offer1,Branch,350.4,Four-Door Car,Medsize,1
5192,ZT31931,Oregon,10377.37,No,Extended,High School or Below,2/7/11,Unemployed,M,0,Suburban,Married,95,1,69,0,2,Personal Auto,Personal L2,Offer2,Web,579.45,Two-Door Car,Medsize,1
5193,BS29584,Oregon,2589.7,No,Basic,College,2/20/11,Unemployed,F,0,Suburban,Single,73,6,11,0,1,Personal Auto,Personal L3,Offer1,Web,350.4,Four-Door Car,Medsize,1
5194,SX63814,Arizona,9312.59,No,Premium,High School or Below,2/13/11,Employed,M,75986,Rural,Married,115,11,44,0,3,Personal Auto,Personal L3,Offer3,Call Center,89.12,Four-Door Car,Medsize,2
5195,YL81070,Oregon,14396.24,No,Extended,High School or Below,2/5/11,Unemployed,M,0,Suburban,Single,205,14,63,0,4,Personal Auto,Personal L1,Offer1,Call Center,1476.0,Luxury Car,Medsize,0
5196,RW24925,Oregon,31920.77,No,Basic,College,1/28/11,Employed,F,58542,Rural,Married,114,29,82,0,2,Personal Auto,Personal L3,Offer2,Branch,129.99,SUV,Medsize,3
5197,FB84409,Arizona,4921.33,No,Basic,Bachelor,2/8/11,Employed,M,43640,Rural,Married,64,10,99,2,3,Personal Auto,Personal L2,Offer2,Agent,1.21,Four-Door Car,Medsize,3
5198,YP38413,Oregon,25805.51,No,Basic,College,2/28/11,Employed,F,86901,Urban,Single,72,24,73,0,2,Personal Auto,Personal L2,Offer1,Agent,313.37,Two-Door Car,Medsize,2
5199,ZE53116,Arizona,5963.82,No,Basic,High School or Below,2/17/11,Employed,M,94115,Suburban,Married,74,28,41,0,8,Personal Auto,Personal L2,Offer3,Call Center,409.09,Four-Door Car,Small,2
5200,SU95720,California,8923.11,No,Extended,High School or Below,1/14/11,Unemployed,M,0,Suburban,Married,125,22,80,0,9,Personal Auto,Personal L3,Offer4,Branch,900.0,SUV,Small,1
5201,UM94104,Oregon,5214.97,No,Basic,High School or Below,1/1/11,Employed,M,65375,Rural,Married,65,9,84,0,3,Personal Auto,Personal L3,Offer4,Branch,6.08,Four-Door Car,Medsize,3
5202,ET64307,California,12522.54,No,Basic,Bachelor,2/11/11,Employed,F,44341,Urban,Married,105,15,56,0,2,Personal Auto,Personal L2,Offer1,Agent,355.11,Sports Car,Medsize,2
5203,XD32841,Oregon,13897.39,No,Premium,Bachelor,2/23/11,Medical Leave,M,24378,Suburban,Married,188,18,34,0,5,Corporate Auto,Corporate L3,Offer1,Agent,902.4,SUV,Medsize,0
5204,SI90461,Washington,3372.42,No,Extended,High School or Below,2/8/11,Employed,F,93489,Rural,Divorced,84,16,72,0,1,Corporate Auto,Corporate L3,Offer2,Agent,104.28,Four-Door Car,Medsize,3
5205,RV75918,California,7809.52,No,Extended,College,1/23/11,Employed,F,69161,Urban,Married,97,19,71,0,8,Personal Auto,Personal L3,Offer3,Agent,341.43,Four-Door Car,Medsize,2
5206,DZ64604,California,12269.42,No,Premium,High School or Below,2/12/11,Employed,M,60774,Suburban,Married,154,13,7,0,5,Personal Auto,Personal L3,Offer2,Branch,739.2,SUV,Small,0
5207,WF98532,California,3123.08,Yes,Basic,Bachelor,2/19/11,Unemployed,M,0,Suburban,Married,101,1,83,4,1,Personal Auto,Personal L2,Offer1,Agent,960.12,SUV,Large,1
5208,GQ15613,Arizona,8004.21,No,Basic,High School or Below,1/7/11,Employed,F,54008,Suburban,Married,67,18,90,0,2,Personal Auto,Personal L3,Offer2,Branch,370.5,Four-Door Car,Medsize,3
5209,XU63766,Oregon,8105.87,No,Basic,Bachelor,2/1/11,Unemployed,F,0,Urban,Married,74,15,61,0,2,Personal Auto,Personal L3,Offer1,Branch,232.01,Four-Door Car,Medsize,1
5210,VU35401,Nevada,2758.7,No,Basic,High School or Below,1/18/11,Employed,F,44619,Urban,Married,68,35,45,0,1,Corporate Auto,Corporate L2,Offer2,Web,283.67,Four-Door Car,Medsize,3
5211,NH95163,Oregon,3707.28,No,Premium,College,2/24/11,Medical Leave,F,16476,Urban,Divorced,101,29,25,0,1,Personal Auto,Personal L3,Offer1,Web,313.89,Four-Door Car,Medsize,1
5212,CD55111,California,30154.68,No,Extended,Master,1/2/11,Employed,M,73359,Rural,Married,94,17,24,0,2,Corporate Auto,Corporate L3,Offer2,Call Center,107.19,Two-Door Car,Medsize,3
5213,TQ73797,California,8099.84,No,Basic,Bachelor,2/11/11,Employed,M,25949,Suburban,Married,104,0,28,0,3,Personal Auto,Personal L2,Offer2,Branch,499.2,SUV,Small,3
5214,CC43119,California,2921.49,No,Basic,Bachelor,1/19/11,Employed,F,62018,Rural,Married,73,2,59,0,1,Corporate Auto,Corporate L1,Offer4,Web,90.09,Two-Door Car,Medsize,3
5215,CD38665,California,14510.44,No,Basic,High School or Below,2/1/11,Employed,M,41433,Suburban,Married,183,24,40,0,9,Personal Auto,Personal L2,Offer2,Call Center,1317.6,Luxury Car,Medsize,0
