Customer,State,Customer Lifetime Value,Coverage,Effective To Date,Employment Status,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Renew Offer Type,Total Claim Amount,Vehicle Class,Client Type,Response_No,Response_Yes,Education_Bachelor,Education_College,Education_Doctor,Education_High School or Below,Education_Master,Gender_F,Gender_M,Location Code_Rural,Location Code_Suburban,Location Code_Urban,Marital Status_Divorced,Marital Status_Married,Marital Status_Single,Policy_Corporate L1,Policy_Corporate L2,Policy_Corporate L3,Policy_Personal L1,Policy_Personal L2,Policy_Personal L3,Policy_Special L1,Policy_Special L2,Policy_Special L3,Sales Channel_Agent,Sales Channel_Branch,Sales Channel_Call Center,Sales Channel_Web,Vehicle Size_Large,Vehicle Size_Medsize,Vehicle Size_Small,vehicle_class_map,coverage_map,policy_map,renew_offer_type_map,employment_status_map
YO62357,California,7432.86,Basic,2011-01-15,Employed,58839,65,4,65,3,2,Personal Auto,Offer1,18.97,Two-Door Car,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,2.0,3
VE31507,Oregon,7432.3,Basic,2011-01-27,Unemployed,0,71,4,76,0,2,Personal Auto,Offer2,447.33,Four-Door Car,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1,1.0,2
CD56261,California,7432.2,Basic,2011-02-13,Unemployed,0,102,16,34,0,5,Corporate Auto,Offer2,1037.27,SUV,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,1,1,1.0,2
JZ54775,Arizona,7431.66,Extended,2011-01-15,Employed,27688,92,8,86,0,9,Personal Auto,Offer1,572.35,Four-Door Car,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2,1,2.0,3
TI90592,California,7430.35,Extended,2011-01-21,Employed,61568,93,3,36,0,3,Corporate Auto,Offer1,240.82,Four-Door Car,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,2,2.0,3
GE49670,Arizona,7429.08,Premium,2011-02-28,Unemployed,0,101,6,43,0,9,Personal Auto,Offer3,549.69,Four-Door Car,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,3,1,1.5,2
OR85652,Oregon,7427.85,Extended,2011-02-17,Employed,78294,92,6,35,0,3,Personal Auto,Offer4,181.15,Four-Door Car,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,1,1.0,3
QV86635,California,7427.5,Extended,2011-08-01,Employed,28848,96,22,54,0,7,Corporate Auto,Offer3,450.6,Two-Door Car,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2,1,1.5,3
ED80746,California,7426.46,Extended,2011-01-17,Medical Leave,19634,98,29,89,0,6,Corporate Auto,Offer1,470.4,Two-Door Car,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,2,1,2.0,1
UT38865,Oregon,7425.87,Basic,2011-07-01,Employed,58042,62,14,88,0,2,Corporate Auto,Offer3,161.42,Four-Door Car,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1.5,3
QD28391,Washington,7425.85,Basic,2011-01-31,Employed,84302,62,19,63,0,2,Personal Auto,Offer2,76.61,Four-Door Car,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1.0,3
MB91424,California,7425.27,Basic,2011-10-02,Employed,36259,63,14,60,0,2,Corporate Auto,Offer4,302.4,Four-Door Car,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1.0,3
SJ71233,California,7423.93,Basic,2011-02-22,Unemployed,0,107,27,27,0,9,Personal Auto,Offer1,513.6,SUV,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,1,1,2.0,2
JC16991,Arizona,7423.9,Basic,2011-12-02,Employed,36639,62,16,34,0,2,Personal Auto,Offer1,297.6,Four-Door Car,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1,2.0,3
YV23210,Oregon,7422.19,Basic,2011-01-18,Employed,23617,189,0,47,0,1,Personal Auto,Offer3,907.2,Luxury Car,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,1,1.5,3
OA96690,Oregon,7421.59,Extended,2011-10-01,Employed,47406,94,2,96,1,6,Personal Auto,Offer1,287.15,Four-Door Car,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,1,2.0,3
LD53393,California,7417.41,Basic,2011-01-22,Employed,67454,185,3,71,0,1,Personal Auto,Offer2,1332.0,Luxury Car,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,1,1.0,3
DM77491,Oregon,7416.47,Basic,2011-01-16,Unemployed,0,69,6,52,0,2,Personal Auto,Offer3,238.06,Four-Door Car,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,1.5,2
HL53154,California,7416.2,Extended,2011-02-22,Unemployed,0,77,15,12,2,2,Personal Auto,Offer1,554.4,Four-Door Car,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,1,2.0,2
SW74846,Washington,7414.44,Basic,2011-05-02,Employed,62473,185,25,29,0,1,Personal Auto,Offer4,1298.85,Luxury SUV,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,1,1,1.0,3
UJ70796,Oregon,7413.42,Basic,2011-01-28,Employed,52130,62,17,54,0,2,Personal Auto,Offer2,124.46,Four-Door Car,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1.0,3
TO87218,California,7413.39,Basic,2011-02-25,Unemployed,0,106,7,44,0,4,Personal Auto,Offer1,508.8,Sports Car,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1,1,2.0,2
KI82366,Arizona,7412.96,Premium,2011-01-13,Unemployed,0,112,32,74,0,5,Personal Auto,Offer4,806.4,Four-Door Car,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,3,1,1.0,2
SY28542,Nevada,7412.14,Extended,2011-06-02,Employed,59940,94,17,9,0,3,Personal Auto,Offer3,303.1,Four-Door Car,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,2,1,1.5,3
IV37346,Oregon,7412.03,Basic,2011-01-01,Employed,52497,63,22,46,0,2,Corporate Auto,Offer1,302.4,Two-Door Car,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,2.0,3
DP23630,California,7411.81,Basic,2011-02-22,Unemployed,0,73,6,19,0,2,Personal Auto,Offer1,525.6,Four-Door Car,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,2.0,2
VK85405,California,7409.59,Basic,2011-01-29,Employed,80415,62,24,15,0,2,Corporate Auto,Offer1,281.37,Two-Door Car,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,2.0,3
YN15967,California,7409.08,Extended,2011-11-01,Employed,61160,96,2,71,0,3,Corporate Auto,Offer1,354.53,Two-Door Car,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,2,1,2.0,3
XC26395,Oregon,7408.84,Extended,2011-03-01,Employed,76771,95,34,82,1,7,Personal Auto,Offer1,91.67,Two-Door Car,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,2,1,2.0,3
NM37561,California,7408.17,Basic,2011-11-01,Employed,62810,187,14,22,1,1,Corporate Auto,Offer3,32.87,Luxury Car,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,1,1,1.5,3
SC47383,Nevada,7406.88,Basic,2011-03-02,Employed,38169,62,18,82,0,2,Corporate Auto,Offer1,71.68,Four-Door Car,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,2.0,3
UV17888,California,7405.42,Basic,2011-09-01,Disabled,22044,65,35,70,0,2,Corporate Auto,Offer1,10.39,Four-Door Car,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,2,2.0,2
ZR84007,Arizona,7405.27,Basic,2011-05-01,Employed,58779,64,13,82,1,2,Personal Auto,Offer2,307.2,Four-Door Car,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1.0,3
CE69971,Oregon,7403.45,Extended,2011-02-24,Medical Leave,19064,98,23,35,1,7,Personal Auto,Offer1,136.25,Four-Door Car,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,1,2.0,1
VM34210,Washington,7399.03,Basic,2011-01-01,Unemployed,0,101,28,34,0,6,Personal Auto,Offer1,337.62,SUV,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1,1,2.0,2
MU97512,Oregon,7398.87,Basic,2011-02-02,Employed,27383,188,33,25,0,1,Corporate Auto,Offer4,902.4,Luxury Car,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3,1,1,1.0,3
II83628,California,7396.72,Basic,2011-01-30,Employed,41045,64,9,28,1,2,Personal Auto,Offer2,394.58,Four-Door Car,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1.0,3
XN41715,California,7396.28,Extended,2011-02-19,Employed,71135,92,11,64,1,3,Personal Auto,Offer1,270.56,Four-Door Car,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2,1,2.0,3
QX42433,California,7390.9,Extended,2011-02-24,Employed,30449,92,23,47,0,3,Personal Auto,Offer1,501.09,Four-Door Car,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,1,2.0,3
RK81706,Arizona,7388.73,Extended,2011-02-24,Unemployed,0,97,31,24,0,3,Personal Auto,Offer4,638.37,Four-Door Car,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,2,1,1.0,2
BQ94931,Oregon,7388.18,Extended,2011-02-17,Employed,28812,93,17,7,0,8,Special Auto,Offer2,425.53,Four-Door Car,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2,1,1.0,3
VM51572,Washington,7385.36,Basic,2011-02-23,Employed,54289,62,32,13,0,2,Personal Auto,Offer2,430.09,Four-Door Car,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,1.0,3
SO57563,Arizona,7381.91,Extended,2011-03-02,Employed,54878,96,5,11,3,9,Personal Auto,Offer3,204.95,Four-Door Car,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,2,1,1.5,3
FL22732,Oregon,7381.62,Basic,2011-02-14,Employed,64311,62,21,79,0,2,Personal Auto,Offer4,157.17,Four-Door Car,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1.0,3
DM79012,Oregon,7380.98,Extended,2011-06-02,Employed,65706,91,19,86,0,8,Personal Auto,Offer2,436.8,Four-Door Car,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,2,1,1.0,3
TX11163,Nevada,7380.57,Basic,2011-01-21,Employed,53957,184,19,80,0,1,Corporate Auto,Offer1,61.55,Luxury SUV,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3,1,1,2.0,3
DA28072,Arizona,7380.09,Extended,2011-12-01,Employed,21841,91,33,47,0,7,Corporate Auto,Offer2,436.8,Four-Door Car,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,2,1,1.0,3
AE74442,California,7379.46,Basic,2011-01-21,Employed,61584,61,18,93,0,2,Corporate Auto,Offer1,205.29,Four-Door Car,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,2.0,3
HP80279,Oregon,7378.51,Basic,2011-01-27,Unemployed,0,105,3,12,0,4,Personal Auto,Offer1,756.0,SUV,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,1,1,2.0,2
WP65749,Nevada,7377.23,Basic,2011-02-24,Unemployed,0,69,16,42,0,2,Personal Auto,Offer4,331.2,Four-Door Car,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1.0,2
FY21364,California,7376.8,Basic,2011-02-22,Unemployed,0,105,31,85,0,5,Corporate Auto,Offer2,756.0,SUV,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,2,1.0,2
OH64088,California,7375.57,Basic,2011-09-02,Employed,33345,65,32,52,0,2,Corporate Auto,Offer1,338.62,Four-Door Car,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2,2.0,3
EY13576,Oregon,7374.08,Basic,2011-09-01,Unemployed,0,110,19,87,4,3,Personal Auto,Offer1,528.0,SUV,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1,1,2.0,2
AL43475,California,7373.23,Basic,2011-01-01,Employed,44938,183,7,37,0,1,Personal Auto,Offer2,2069.31,Luxury Car,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3,1,1,1.0,3
UV49359,Nevada,7372.23,Basic,2011-01-24,Employed,74335,187,3,4,0,1,Corporate Auto,Offer3,896.44,Luxury Car,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,2,1.5,3
XS83731,Arizona,7371.59,Basic,2011-03-02,Unemployed,0,68,2,70,0,2,Personal Auto,Offer3,425.14,Four-Door Car,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1.5,2
NF78904,California,7370.62,Basic,2011-12-01,Employed,67871,61,1,21,0,2,Corporate Auto,Offer1,10.48,Four-Door Car,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,2.0,3
ED44765,Oregon,7367.65,Basic,2011-02-01,Employed,25318,63,4,8,2,2,Personal Auto,Offer2,302.4,Four-Door Car,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1,1.0,3
BS83666,Oregon,7366.19,Basic,2011-02-13,Employed,70014,62,6,4,0,2,Corporate Auto,Offer1,17.74,Four-Door Car,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,2.0,3
WJ55369,Arizona,7366.09,Extended,2011-05-02,Employed,30250,93,1,98,0,6,Personal Auto,Offer1,398.1,Four-Door Car,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,2,1,2.0,3
JY45326,Oregon,7360.87,Basic,2011-01-16,Employed,52380,186,27,76,2,1,Personal Auto,Offer1,892.8,Luxury SUV,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,1,1,2.0,3
IG89777,California,7356.56,Extended,2011-09-01,Employed,81145,92,34,92,0,8,Corporate Auto,Offer2,321.06,Two-Door Car,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,2,1,1.0,3
IH62666,California,7356.38,Basic,2011-01-27,Employed,33089,61,10,61,0,2,Personal Auto,Offer1,292.8,Four-Door Car,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,1,2.0,3
YF54705,Nevada,7356.01,Extended,2011-02-24,Employed,36812,92,23,98,1,4,Personal Auto,Offer1,392.7,Two-Door Car,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2,1,2.0,3
JG13893,Nevada,7355.35,Basic,2011-01-19,Employed,51789,61,33,31,0,2,Corporate Auto,Offer4,435.84,Two-Door Car,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1.0,3
WE25756,Arizona,7350.93,Extended,2011-01-20,Employed,69241,93,2,63,0,3,Personal Auto,Offer1,111.25,Four-Door Car,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,1,2.0,3
